
#fdt     /usr/users/tascom/data/NiO/linup021.dat 10/07 1998   13:54:38

#txt     NiO powder DISLRoom temp nano-part sample TAN 250K open PG004 30 NiO 28 pg002 
#cmd     sma 2t,32.5,34.5,21,10

#com     File head parameters:
#fih   PTTH   GETH 

#fhp   7716  25512
#com     File parameters:
#fip          2T       Q        I      MON       TIM         2TA     PTEM    GTEM 
           32.49   1.748       23   935672    10.000      34.902  999.999   0.000 
           32.58   1.753       29   938836    10.000      34.902  999.999   0.000 
           32.69   1.758       15   937537    10.000      34.902  999.999   0.000 
           32.78   1.763       28   937146    10.000      34.902  999.999   0.000 
           32.91   1.770       39   936482    10.000      34.902  999.999   0.000 
           33.00   1.775       31   940207    10.000      34.902  999.999   0.000 
           33.10   1.780       91   936923    10.000      34.902  999.999   0.000 
           33.20   1.785      122   936749    10.000      34.902  999.999   0.000 
           33.30   1.790      175   938435    10.000      34.902  999.999   0.000 
           33.39   1.795      286   938853    10.000      34.902  999.999   0.000 
           33.51   1.801      376   936936    10.000      34.902  999.999   0.000 
           33.58   1.805      425   941704    10.000      34.902  999.999   0.000 
           33.69   1.811      433   932476    10.000      34.902  999.999   0.000 
           33.79   1.816      336   932413    10.000      34.902  999.999   0.000 
           33.90   1.822      219   931665    10.000      34.902  999.999   0.000 
           34.00   1.827      123   928480    10.000      34.902  999.999   0.000 
           34.10   1.832       85   929645    10.000      34.902  999.999   0.000 
           34.18   1.836       54   930144    10.000      34.902  999.999   0.000 
           34.28   1.841       42   929309    10.000      34.902  999.999   0.000 
           34.39   1.847       24   931230    10.000      34.902  999.999   0.000 
           34.49   1.852       22   929552    10.000      34.902  999.999   0.000 
