
#fdt     /usr/users/tascom/data/NiO/linup001.dat 22/06 1998   12:43:11

#txt     1D-ordering
#cmd     smam m2,-3,3,21,5

#com     File head parameters:
#fih   PTTH   GETH 

#fhp   7716  25512
#com     File parameters:
#fip          M2      MON       TIM     PTEM    GTEM 
         -3.0000   107013     5.000  999.999   0.000 
         -2.7000   134981     5.000  999.999   0.000 
         -2.4000   173794     5.000  999.999   0.000 
         -2.1000   217320     5.000  999.999   0.000 
         -1.8000   264728     5.000  999.999   0.000 
         -1.5000   310689     5.000  999.999   0.000 
         -1.2000   351345     5.000  999.999   0.000 
         -0.9000   386506     5.000  999.999   0.000 
         -0.6000   412524     5.000  999.999   0.000 
         -0.3000   430748     5.000  999.999   0.000 
          0.0000   433873     5.000  999.999   0.000 
          0.3000   432969     5.000  999.999   0.000 
          0.6000   419574     5.000  999.999   0.000 
          0.9000   399585     5.000  999.999   0.000 
          1.2000   372129     5.000  999.999   0.000 
          1.5000   343096     5.000  999.999   0.000 
          1.8000   312101     5.000  999.999   0.000 
          2.1000   280788     5.000  999.999   0.000 
          2.4000   251233     5.000  999.999   0.000 
          2.7000   220735     5.000  999.999   0.000 
          3.0000   196004     5.000  999.999   0.000 
