
#fdt     /usr/users/tascom/data/NiO/linup019.dat 10/07 1998   13:35:31

#txt     NiO powder DISLRoom temp nano-part sample TAN 250K open PG004 30 NiO 28 pg002 
#cmd     sma pha,-1,1,21,10

#com     File head parameters:
#fih   PTTH   GETH 

#fhp   7716  25512
#com     File parameters:
#fip          2T       Q        I      MON       TIM         2TA     PTEM    GTEM         PHA 
           33.57   1.805       20   924598    10.000      34.883  999.999   0.000      -1.000 
           33.57   1.805       26   924658    10.000      34.883  999.999   0.000      -0.900 
           33.57   1.805       30   926010    10.000      34.883  999.999   0.000      -0.800 
           33.57   1.805       65   923880    10.000      34.883  999.999   0.000      -0.700 
           33.57   1.805       76   923044    10.000      34.883  999.999   0.000      -0.600 
           33.57   1.805       89   926590    10.000      34.883  999.999   0.000      -0.500 
           33.57   1.805      101   926485    10.000      34.883  999.999   0.000      -0.400 
           33.57   1.805      132   925276    10.000      34.883  999.999   0.000      -0.300 
           33.57   1.805      119   925945    10.000      34.883  999.999   0.000      -0.200 
           33.57   1.805      121   925760    10.000      34.883  999.999   0.000      -0.100 
           33.57   1.805      119   927027    10.000      34.883  999.999   0.000       0.000 
           33.57   1.805      119   927882    10.000      34.883  999.999   0.000       0.100 
           33.57   1.805       89   927309    10.000      34.883  999.999   0.000       0.200 
           33.57   1.805       76   927003    10.000      34.883  999.999   0.000       0.300 
           33.57   1.805       52   928588    10.000      34.883  999.999   0.000       0.400 
           33.57   1.805       33   927874    10.000      34.883  999.999   0.000       0.500 
           33.57   1.805       21   927896    10.000      34.883  999.999   0.000       0.600 
           33.57   1.805       15   929253    10.000      34.883  999.999   0.000       0.700 
           33.57   1.805       20   925925    10.000      34.883  999.999   0.000       0.800 
           33.57   1.805       10   930617    10.000      34.883  999.999   0.000       0.900 
           33.57   1.805       12   930917    10.000      34.883  999.999   0.000       1.000 
