
#fdt     /usr/users/tascom/data/NiO/linup015.dat 10/07 1998   12:17:19

#txt     NiO powder DISLRoom temp nano-part sample TAN 250K open PG004 30 NiO 28 pg002 
#cmd     sma 2ta,-3,3,21,10

#com     File head parameters:
#fih   PTTH   GETH 

#fhp   7716  25512
#com     File parameters:
#fip          2T       Q        I      MON       TIM         2TA     PTEM    GTEM 
           33.52   1.805       44   925272    10.000      -2.988  999.999   0.000 
           33.52   1.805       95   929928    10.000      -2.703  999.999   0.000 
           33.52   1.805      139   926129    10.000      -2.402  999.999   0.000 
           33.52   1.805      223   927277    10.000      -2.109  999.999   0.000 
           33.52   1.805      318   929092    10.000      -1.804  999.999   0.000 
           33.52   1.805      388   928798    10.000      -1.509  999.999   0.000 
           33.52   1.805      528   931435    10.000      -1.191  999.999   0.000 
           33.52   1.805      581   927263    10.000      -0.913  999.999   0.000 
           33.52   1.805      708   921697    10.000      -0.605  999.999   0.000 
           33.52   1.805      756   917350    10.000      -0.303  999.999   0.000 
           33.52   1.805      873   920457    10.000       0.012  999.999   0.000 
           33.52   1.805      879   920673    10.000       0.308  999.999   0.000 
           33.52   1.805      933   919590    10.000       0.593  999.999   0.000 
           33.52   1.805      855   921382    10.000       0.896  999.999   0.000 
           33.52   1.805      775   920670    10.000       1.199  999.999   0.000 
           33.52   1.805      698   919296    10.000       1.494  999.999   0.000 
           33.52   1.805      538   919580    10.000       1.802  999.999   0.000 
           33.52   1.805      385   919853    10.000       2.085  999.999   0.000 
           33.52   1.805      352   921608    10.000       2.393  999.999   0.000 
           33.52   1.805      237   921787    10.000       2.695  999.999   0.000 
           33.52   1.805      126   923417    10.000       3.005  999.999   0.000 
