
#fdt     /usr/users/tascom/data/NiO/linup010.dat 10/07 1998   10:21:29

#txt     NiO powder DISLRoom temp nano-part sample TAN 250K open PG004 30 NiO 28 pg002 
#cmd     smam phm,-3,3,21,5

#com     File head parameters:
#fih   PTTH   GETH 

#fhp   7716  25512
#com     File parameters:
#fip          2T       Q        I      MON       TIM         2TA     PTEM    GTEM         PHM 
           75.60   3.834        0     3522     5.000      34.878  999.999   0.000      -3.000 
           75.60   3.834        0     3900     5.000      34.878  999.999   0.000      -2.700 
           75.60   3.834        0     4553     5.000      34.878  999.999   0.000      -2.400 
           75.60   3.834        0     5544     5.000      34.878  999.999   0.000      -2.100 
           75.60   3.834        0     7686     5.000      34.878  999.999   0.000      -1.800 
           75.60   3.834        0    12556     5.000      34.878  999.999   0.000      -1.500 
           75.60   3.834        1    27394     5.000      34.878  999.999   0.000      -1.200 
           75.60   3.834        0    75936     5.000      34.878  999.999   0.000      -0.900 
           75.60   3.834        4   171092     5.000      34.878  999.999   0.000      -0.600 
           75.60   3.834        0   288832     5.000      34.878  999.999   0.000      -0.300 
           75.60   3.834        1   360622     5.000      34.878  999.999   0.000       0.000 
           75.60   3.834        1   317625     5.000      34.878  999.999   0.000       0.300 
           75.60   3.834        0   194405     5.000      34.878  999.999   0.000       0.600 
           75.60   3.834        0    71591     5.000      34.878  999.999   0.000       0.900 
           75.60   3.834        0    20706     5.000      34.878  999.999   0.000       1.200 
           75.60   3.834        0     9594     5.000      34.878  999.999   0.000       1.500 
           75.60   3.834        0     6429     5.000      34.878  999.999   0.000       1.800 
           75.60   3.834        0     5098     5.000      34.878  999.999   0.000       2.100 
           75.60   3.834        0     4303     5.000      34.878  999.999   0.000       2.400 
           75.60   3.834        0     3802     5.000      34.878  999.999   0.000       2.700 
           75.60   3.834        0     3390     5.000      34.878  999.999   0.000       3.000 
