
#fdt     /usr/users/tascom/data/nbc/mcs00061.dat 25/04 1998   15:44:27

#txt     Data taking for McStas comparison
#cmd     day1

#com     File head parameters:
#fih          H0          K0          L0   PTTH   GETH 

#fhp      1.8049           0           0   1022  24741
#com     File parameters:
#fip         2TA          2T          OM      EA        I      MON       TIM     PTEM    GTEM 
          66.484       66.84     -60.498  -1.000       15  5000000    92.050  231.571  -0.000 
          66.779       67.00     -60.216  -0.952       10  5000000    91.819  231.571  -0.000 
          67.099       67.19     -59.933  -0.902       12  5000000    92.666  231.571  -0.000 
          67.426       67.36     -59.649  -0.851        9  5000000    94.623  231.571  -0.000 
          67.756       67.54     -59.364  -0.800       17  5000000    93.024  231.571  -0.000 
          68.085       67.73     -59.079  -0.751       13  5000000    93.503  231.571  -0.000 
          68.424       67.91     -58.792  -0.700       13  5000000    93.421  231.571  -0.000 
          68.754       68.11     -58.505  -0.652       11  5000000    93.440  231.571  -0.000 
          69.118       68.28     -58.217  -0.599       12  5000000    93.568  231.571  -0.000 
          69.484       68.48     -57.928  -0.547        7  5000000    93.496  231.571  -0.000 
          69.814       68.67     -57.638  -0.501       30  5000000    93.462  231.571  -0.000 
          70.175       68.85     -57.347  -0.452       15  5000000    93.355  231.571  -0.000 
          70.553       69.05     -57.055  -0.400       17  5000000    93.286  231.571  -0.000 
          70.924       69.23     -56.762  -0.351       20  5000000    93.218  231.571  -0.000 
          71.305       69.43     -56.469  -0.301       52  5000000    93.322  231.571  -0.000 
          71.696       69.63     -56.174  -0.250      181  5000000    93.217  231.571  -0.000 
          72.101       69.82     -55.878  -0.199      913  5000000    93.378  231.571  -0.000 
          72.511       70.01     -55.581  -0.148     2776  5000000    93.390  231.571  -0.000 
          72.890       70.22     -55.283  -0.101     5635  5000000    93.213  231.571  -0.000 
          73.310       70.42     -54.984  -0.051     8475  5000000    93.455  231.571  -0.000 
          73.720       70.61     -54.684  -0.002     9851  5000000    93.254  231.571  -0.000 
          74.164       70.82     -54.383   0.050     9343  5000000    93.453  231.571  -0.000 
          74.589       71.02     -54.080   0.098     6290  5000000    93.089  231.571  -0.000 
          75.048       71.23     -53.777   0.150     2722  5000000    93.256  231.571  -0.000 
          75.514       71.42     -53.472   0.201      659  5000000    93.236  231.571  -0.000 
          75.954       71.62     -53.166   0.249      111  5000000    93.151  231.571  -0.000 
          76.415       71.85     -52.859   0.298       17  5000000    93.170  231.571  -0.000 
          76.904       72.05     -52.551   0.349       18  5000000    93.074  231.571  -0.000 
          77.389       72.28     -52.241   0.399       13  5000000    93.072  231.571  -0.000 
          77.900       72.47     -51.930   0.450       20  5000000    93.127  231.571  -0.000 
          78.424       72.70     -51.618   0.502        9  5000000    93.064  231.571  -0.000 
          78.908       72.91     -51.304   0.548       18  5000000    93.088  231.571  -0.000 
          79.452       73.12     -50.989   0.600        7  5000000    93.154  231.571  -0.000 
          79.992       73.35     -50.673   0.650       16  5000001    93.063  231.571  -0.000 
          80.544       73.57     -50.355   0.700       12  5000000    93.179  231.571  -0.000 
          81.110       73.79     -50.036   0.750       13  5000000    93.094  231.571  -0.000 
          81.689       74.02     -49.715   0.800       20  5000000    93.079  231.571  -0.000 
          82.287       74.23     -49.392   0.850        8  5000000    93.149  231.571  -0.000 
          82.873       74.46     -49.068   0.899       18  5000000    93.128  231.571  -0.000 
          83.483       74.69     -48.743   0.949       10  5000000    92.991  231.571  -0.000 
          84.123       74.93     -48.416   1.000       12  5000000    92.964  231.571  -0.000 
